scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,attack_leaf_label,baseline_score,post_score,delta_score,abs_delta_score,adversarial_effectivity,adversarial_direction,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,scenario_design,profile_panel_index,leaf_repeat_index_within_profile,profile_cont_chronological_age,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat_sex
scenario_00300,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,450.0,513.0,63.0,63.0,63.0,1,profile_0082,0.62,0.7,0.6,True,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_factorial,19,4,35.0,10.554,5.717,8.725,20.63,0.0,3.831,8.243,64.461,68.217,66.697,60.74,56.197,56.231,62.09,41.378,45.986,30.245,40.001,48.38,34.27,40.043,70.551,68.74,70.849,58.042,41.402,65.894,62.58,26.104,39.055,38.944,38.318,39.66,53.454,39.256,0.5321,0.4679,Other
scenario_00301,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Pseudo_Expert_Authority_Cue,73.0,125.0,52.0,52.0,-52.0,-1,profile_0082,0.62,0.8,0.9,False,True,0.7,0.6,False,True,0.3,0.2,True,True,False,False,profile_panel_factorial,19,1,35.0,10.554,5.717,8.725,20.63,0.0,3.831,8.243,64.461,68.217,66.697,60.74,56.197,56.231,62.09,41.378,45.986,30.245,40.001,48.38,34.27,40.043,70.551,68.74,70.849,58.042,41.402,65.894,62.58,26.104,39.055,38.944,38.318,39.66,53.454,39.256,0.5321,0.4679,Other
scenario_00302,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Pseudo_Expert_Authority_Cue,42.0,104.0,62.0,62.0,-62.0,-1,profile_0082,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.0,0.0,True,True,False,False,profile_panel_factorial,19,2,35.0,10.554,5.717,8.725,20.63,0.0,3.831,8.243,64.461,68.217,66.697,60.74,56.197,56.231,62.09,41.378,45.986,30.245,40.001,48.38,34.27,40.043,70.551,68.74,70.849,58.042,41.402,65.894,62.58,26.104,39.055,38.944,38.318,39.66,53.454,39.256,0.5321,0.4679,Other
scenario_00303,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Pseudo_Expert_Authority_Cue,217.0,248.0,31.0,31.0,-31.0,-1,profile_0082,0.68,0.7,0.8,False,False,0.7,0.6,False,True,0.8,0.8,False,True,False,False,profile_panel_factorial,19,3,35.0,10.554,5.717,8.725,20.63,0.0,3.831,8.243,64.461,68.217,66.697,60.74,56.197,56.231,62.09,41.378,45.986,30.245,40.001,48.38,34.27,40.043,70.551,68.74,70.849,58.042,41.402,65.894,62.58,26.104,39.055,38.944,38.318,39.66,53.454,39.256,0.5321,0.4679,Other
scenario_00304,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Pseudo_Expert_Authority_Cue,217.0,250.0,33.0,33.0,33.0,1,profile_0082,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_factorial,19,4,35.0,10.554,5.717,8.725,20.63,0.0,3.831,8.243,64.461,68.217,66.697,60.74,56.197,56.231,62.09,41.378,45.986,30.245,40.001,48.38,34.27,40.043,70.551,68.74,70.849,58.042,41.402,65.894,62.58,26.104,39.055,38.944,38.318,39.66,53.454,39.256,0.5321,0.4679,Other
scenario_00305,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,682.0,720.0,38.0,38.0,-38.0,-1,profile_0085,0.62,0.7,0.8,False,True,0.8,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_factorial,20,1,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00306,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,620.0,660.0,40.0,40.0,-40.0,-1,profile_0085,0.65,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.8,False,True,False,False,profile_panel_factorial,20,2,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00307,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,687.0,720.0,33.0,33.0,-33.0,-1,profile_0085,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_factorial,20,3,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00308,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,687.0,723.0,36.0,36.0,36.0,1,profile_0085,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.7,False,True,False,False,profile_panel_factorial,20,4,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00309,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Fear_Appeal_Scapegoating_Post,687.0,712.0,25.0,25.0,-25.0,-1,profile_0085,0.62,0.7,0.8,False,False,0.8,0.9,False,True,0.8,0.7,False,True,False,False,profile_panel_factorial,20,1,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00310,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Fear_Appeal_Scapegoating_Post,317.0,392.0,75.0,75.0,-75.0,-1,profile_0085,0.62,0.7,0.8,False,False,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_factorial,20,2,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00311,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Fear_Appeal_Scapegoating_Post,450.0,513.0,63.0,63.0,-63.0,-1,profile_0085,0.62,0.7,0.8,False,True,0.6,0.5,True,False,0.8,0.7,False,True,False,False,profile_panel_factorial,20,3,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00312,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Fear_Appeal_Scapegoating_Post,687.0,650.0,-37.0,37.0,-37.0,1,profile_0085,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_factorial,20,4,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00313,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,687.0,723.0,36.0,36.0,-36.0,-1,profile_0085,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_factorial,20,1,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00314,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,317.0,380.0,63.0,63.0,-63.0,-1,profile_0085,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.7,0.8,False,True,False,False,profile_panel_factorial,20,2,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00315,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,450.0,510.0,60.0,60.0,-60.0,-1,profile_0085,0.62,0.7,0.8,False,True,0.7,0.6,True,False,0.8,0.9,False,True,False,False,profile_panel_factorial,20,3,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00316,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,687.0,723.0,36.0,36.0,36.0,1,profile_0085,0.72,0.8,0.9,False,True,0.8,0.9,False,True,0.9,0.8,False,True,False,False,profile_panel_factorial,20,4,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00317,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Pseudo_Expert_Authority_Cue,687.0,724.0,37.0,37.0,-37.0,-1,profile_0085,0.62,0.8,0.9,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_factorial,20,1,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00318,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Pseudo_Expert_Authority_Cue,623.0,660.0,37.0,37.0,-37.0,-1,profile_0085,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_factorial,20,2,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00319,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Pseudo_Expert_Authority_Cue,423.0,455.0,32.0,32.0,-32.0,-1,profile_0085,0.68,0.7,0.8,False,True,0.7,0.6,True,True,0.8,0.9,False,True,False,False,profile_panel_factorial,20,3,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00320,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Pseudo_Expert_Authority_Cue,Pseudo_Expert_Authority_Cue,723.0,780.0,57.0,57.0,57.0,1,profile_0085,0.75,0.7,0.8,False,True,0.7,0.6,True,True,0.8,0.9,False,True,False,False,profile_panel_factorial,20,4,31.0,76.248,66.257,71.562,49.807,63.947,65.914,65.623,68.953,51.658,83.042,76.501,85.59,70.549,72.716,89.328,97.285,100.0,100.0,100.0,93.852,96.744,0.083,20.596,22.072,10.156,37.6,14.251,17.46,0.0,9.842,1.717,9.008,0.0,5.467,4.339,0.3374,0.6626,Male
scenario_00321,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,423.0,350.0,-73.0,73.0,73.0,-1,profile_0092,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.6,0.5,True,False,False,False,profile_panel_factorial,21,1,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00322,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,123.0,94.0,-29.0,29.0,29.0,-1,profile_0092,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.3,0.2,True,True,False,False,profile_panel_factorial,21,2,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00323,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,42.0,68.0,26.0,26.0,-26.0,-1,profile_0092,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_factorial,21,3,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00324,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,423.0,450.0,27.0,27.0,27.0,1,profile_0092,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_factorial,21,4,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00325,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Fear_Appeal_Scapegoating_Post,321.0,280.0,-41.0,41.0,41.0,-1,profile_0092,0.62,0.7,0.8,False,False,0.7,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_factorial,21,1,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00326,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Fear_Appeal_Scapegoating_Post,187.0,220.0,33.0,33.0,-33.0,-1,profile_0092,0.62,0.6,0.7,True,False,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_factorial,21,2,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00327,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Fear_Appeal_Scapegoating_Post,312.0,370.0,58.0,58.0,-58.0,-1,profile_0092,0.62,0.6,0.7,True,False,0.8,0.7,False,True,0.7,0.6,True,True,False,False,profile_panel_factorial,21,3,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00328,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Fear_Appeal_Scapegoating_Post,423.0,465.0,42.0,42.0,42.0,1,profile_0092,0.62,0.7,0.8,False,False,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_factorial,21,4,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00329,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,423.0,385.0,-38.0,38.0,38.0,-1,profile_0092,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.8,False,True,False,False,profile_panel_factorial,21,1,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00330,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,42.0,28.0,-14.0,14.0,14.0,-1,profile_0092,0.62,0.7,0.6,True,True,0.8,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_factorial,21,2,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00331,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,150.0,175.0,25.0,25.0,-25.0,-1,profile_0092,0.75,0.8,0.9,False,True,0.4,0.3,True,False,0.8,0.7,False,True,False,False,profile_panel_factorial,21,3,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
scenario_00332,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Astroturf_Comment_Wave,123.0,186.0,63.0,63.0,63.0,1,profile_0092,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.3,0.4,True,True,False,False,profile_panel_factorial,21,4,34.0,26.294,24.254,12.44,27.208,1.853,34.949,21.166,57.838,42.221,53.878,38.978,45.032,45.306,47.209,18.917,20.763,32.373,34.405,29.9,30.806,27.861,88.1,81.09,76.918,83.798,98.471,78.503,84.48,20.079,38.974,22.597,26.473,31.76,12.578,25.41,0.6817,0.3183,Male
