scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,abs_delta_score,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,scenario_design,profile_panel_index,leaf_repeat_index_within_profile,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,baseline_abs_score,baseline_extremity_norm,exposure_quality_score,exposure_quality_z,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___conscription_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___defense_spending_increase_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,primary_moderator_value,primary_moderator_z
scenario_00028,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,325.0,250.0,-75.0,75.0,profile_0039,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.7,0.6,True,False,False,False,profile_panel_repeated_attacked_leaves,7,4,64.0,79.413,66.989,65.918,65.119,75.84,53.049,67.721,57.199,65.249,53.837,54.224,69.865,51.762,58.689,40.015,41.671,35.911,47.725,41.087,39.155,40.927,54.114,66.404,73.831,54.99,51.695,76.206,62.873,61.665,33.04,39.654,29.362,49.556,47.074,43.392,0.4828,0.5172,0.0,0.0,1.0,325.0,0.325,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,64.0,1.308662758224191
scenario_00029,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,587.0,-36.0,36.0,profile_0041,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,8,1,76.0,58.845,62.696,66.343,61.376,71.572,68.563,64.899,12.852,10.974,40.183,22.923,31.538,35.398,25.644,14.699,26.494,13.39,0.0,8.129,11.852,12.427,17.036,1.054,18.234,23.099,3.964,13.532,12.82,86.416,93.082,94.688,83.861,100.0,85.01,90.509,0.2631,0.7369,1.0,0.0,0.0,623.0,0.623,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,76.0,2.0397592711985997
scenario_00030,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-683.0,-721.0,-38.0,38.0,profile_0041,0.62,0.8,0.9,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,8,2,76.0,58.845,62.696,66.343,61.376,71.572,68.563,64.899,12.852,10.974,40.183,22.923,31.538,35.398,25.644,14.699,26.494,13.39,0.0,8.129,11.852,12.427,17.036,1.054,18.234,23.099,3.964,13.532,12.82,86.416,93.082,94.688,83.861,100.0,85.01,90.509,0.2631,0.7369,1.0,0.0,0.0,683.0,0.683,0.7733333333333333,1.354860421472348,1.0,0.0,0.0,76.0,2.0397592711985997
scenario_00031,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,215.0,250.0,35.0,35.0,profile_0041,0.62,0.8,0.9,False,True,0.7,0.8,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,8,3,76.0,58.845,62.696,66.343,61.376,71.572,68.563,64.899,12.852,10.974,40.183,22.923,31.538,35.398,25.644,14.699,26.494,13.39,0.0,8.129,11.852,12.427,17.036,1.054,18.234,23.099,3.964,13.532,12.82,86.416,93.082,94.688,83.861,100.0,85.01,90.509,0.2631,0.7369,1.0,0.0,0.0,215.0,0.215,0.7733333333333333,1.354860421472348,0.0,1.0,0.0,76.0,2.0397592711985997
scenario_00032,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,663.0,40.0,40.0,profile_0041,0.65,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,8,4,76.0,58.845,62.696,66.343,61.376,71.572,68.563,64.899,12.852,10.974,40.183,22.923,31.538,35.398,25.644,14.699,26.494,13.39,0.0,8.129,11.852,12.427,17.036,1.054,18.234,23.099,3.964,13.532,12.82,86.416,93.082,94.688,83.861,100.0,85.01,90.509,0.2631,0.7369,1.0,0.0,0.0,623.0,0.623,0.7166666666666668,0.2598935964174452,0.0,0.0,1.0,76.0,2.0397592711985997
scenario_00033,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,150.0,-67.0,67.0,profile_0045,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.3,0.4,True,False,False,False,profile_panel_repeated_attacked_leaves,9,1,49.0,2.237,16.226,13.399,15.344,0.0,11.979,9.864,22.153,6.528,20.781,28.797,26.388,18.6,20.541,22.861,37.404,7.47,27.943,30.415,20.56,24.442,17.905,0.0,13.441,17.931,7.256,16.658,12.198,75.899,52.826,66.849,63.716,69.925,51.806,63.504,0.3675,0.6325,1.0,0.0,0.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,49.0,0.3947921170061804
scenario_00034,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-487.0,-523.0,-36.0,36.0,profile_0045,0.62,0.7,0.8,False,False,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,9,2,49.0,2.237,16.226,13.399,15.344,0.0,11.979,9.864,22.153,6.528,20.781,28.797,26.388,18.6,20.541,22.861,37.404,7.47,27.943,30.415,20.56,24.442,17.905,0.0,13.441,17.931,7.256,16.658,12.198,75.899,52.826,66.849,63.716,69.925,51.806,63.504,0.3675,0.6325,1.0,0.0,0.0,487.0,0.487,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,49.0,0.3947921170061804
scenario_00035,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,profile_0045,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,9,3,49.0,2.237,16.226,13.399,15.344,0.0,11.979,9.864,22.153,6.528,20.781,28.797,26.388,18.6,20.541,22.861,37.404,7.47,27.943,30.415,20.56,24.442,17.905,0.0,13.441,17.931,7.256,16.658,12.198,75.899,52.826,66.849,63.716,69.925,51.806,63.504,0.3675,0.6325,1.0,0.0,0.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,49.0,0.3947921170061804
scenario_00036,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,487.0,450.0,-37.0,37.0,profile_0045,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,9,4,49.0,2.237,16.226,13.399,15.344,0.0,11.979,9.864,22.153,6.528,20.781,28.797,26.388,18.6,20.541,22.861,37.404,7.47,27.943,30.415,20.56,24.442,17.905,0.0,13.441,17.931,7.256,16.658,12.198,75.899,52.826,66.849,63.716,69.925,51.806,63.504,0.3675,0.6325,1.0,0.0,0.0,487.0,0.487,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,49.0,0.3947921170061804
scenario_00037,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,289.0,72.0,72.0,profile_0046,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.7,0.6,False,True,False,False,profile_panel_repeated_attacked_leaves,10,1,36.0,64.268,65.759,76.746,65.975,80.793,68.233,70.295,30.799,23.814,23.834,28.774,36.889,35.813,29.987,37.767,26.381,34.801,23.372,50.655,26.024,33.167,0.0,11.591,0.0,0.0,0.0,3.291,2.48,34.258,18.212,34.294,36.642,32.547,41.906,32.977,0.3632,0.6368,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,36.0,-0.3972291053827621
scenario_00038,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,37.0,55.0,18.0,18.0,profile_0046,0.62,0.7,0.8,False,False,0.8,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,10,2,36.0,64.268,65.759,76.746,65.975,80.793,68.233,70.295,30.799,23.814,23.834,28.774,36.889,35.813,29.987,37.767,26.381,34.801,23.372,50.655,26.024,33.167,0.0,11.591,0.0,0.0,0.0,3.291,2.48,34.258,18.212,34.294,36.642,32.547,41.906,32.977,0.3632,0.6368,0.0,0.0,1.0,37.0,0.037,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,36.0,-0.3972291053827621
scenario_00039,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,150.0,27.0,27.0,profile_0046,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.7,0.8,False,False,False,False,profile_panel_repeated_attacked_leaves,10,3,36.0,64.268,65.759,76.746,65.975,80.793,68.233,70.295,30.799,23.814,23.834,28.774,36.889,35.813,29.987,37.767,26.381,34.801,23.372,50.655,26.024,33.167,0.0,11.591,0.0,0.0,0.0,3.291,2.48,34.258,18.212,34.294,36.642,32.547,41.906,32.977,0.3632,0.6368,0.0,0.0,1.0,123.0,0.123,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,36.0,-0.3972291053827621
scenario_00040,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,187.0,245.0,58.0,58.0,profile_0046,0.62,0.7,0.8,False,True,0.7,0.6,True,True,0.7,0.6,False,True,False,False,profile_panel_repeated_attacked_leaves,10,4,36.0,64.268,65.759,76.746,65.975,80.793,68.233,70.295,30.799,23.814,23.834,28.774,36.889,35.813,29.987,37.767,26.381,34.801,23.372,50.655,26.024,33.167,0.0,11.591,0.0,0.0,0.0,3.291,2.48,34.258,18.212,34.294,36.642,32.547,41.906,32.977,0.3632,0.6368,0.0,0.0,1.0,187.0,0.187,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,36.0,-0.3972291053827621
scenario_00041,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,189.0,-28.0,28.0,profile_0051,0.62,0.7,0.8,False,True,0.7,0.6,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,11,1,27.0,9.528,11.038,15.452,27.117,18.998,14.273,16.068,16.7,8.3,23.678,21.764,22.192,0.361,15.499,77.69,70.828,90.981,87.331,96.894,96.718,86.74,74.565,89.761,91.653,69.584,73.785,82.236,80.264,45.022,22.458,33.772,29.931,40.116,21.721,32.17,0.7728,0.2272,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,27.0,-0.9455514901135684
scenario_00042,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,180.0,-37.0,37.0,profile_0051,0.62,0.4,0.5,True,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,11,2,27.0,9.528,11.038,15.452,27.117,18.998,14.273,16.068,16.7,8.3,23.678,21.764,22.192,0.361,15.499,77.69,70.828,90.981,87.331,96.894,96.718,86.74,74.565,89.761,91.653,69.584,73.785,82.236,80.264,45.022,22.458,33.772,29.931,40.116,21.721,32.17,0.7728,0.2272,0.0,0.0,1.0,217.0,0.217,0.5066666666666667,-3.797924637609559,1.0,0.0,0.0,27.0,-0.9455514901135684
scenario_00043,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,142.0,19.0,19.0,profile_0051,0.68,0.8,0.9,False,True,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,11,3,27.0,9.528,11.038,15.452,27.117,18.998,14.273,16.068,16.7,8.3,23.678,21.764,22.192,0.361,15.499,77.69,70.828,90.981,87.331,96.894,96.718,86.74,74.565,89.761,91.653,69.584,73.785,82.236,80.264,45.022,22.458,33.772,29.931,40.116,21.721,32.17,0.7728,0.2272,0.0,0.0,1.0,123.0,0.123,0.7933333333333333,1.7413193009034915,0.0,1.0,0.0,27.0,-0.9455514901135684
scenario_00044,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,487.0,523.0,36.0,36.0,profile_0051,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,11,4,27.0,9.528,11.038,15.452,27.117,18.998,14.273,16.068,16.7,8.3,23.678,21.764,22.192,0.361,15.499,77.69,70.828,90.981,87.331,96.894,96.718,86.74,74.565,89.761,91.653,69.584,73.785,82.236,80.264,45.022,22.458,33.772,29.931,40.116,21.721,32.17,0.7728,0.2272,0.0,0.0,1.0,487.0,0.487,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,27.0,-0.9455514901135684
scenario_00045,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,652.0,29.0,29.0,profile_0052,0.72,0.8,0.7,False,True,0.8,0.9,False,True,0.85,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,12,1,51.0,19.312,20.995,1.254,15.168,16.199,15.956,14.814,75.711,61.008,62.189,81.228,49.792,68.603,66.422,78.36,80.203,88.988,80.788,69.86,89.774,81.329,19.677,22.501,35.412,50.617,27.324,33.898,31.572,57.173,39.736,52.191,40.821,34.406,41.039,44.228,0.3543,0.6457,0.0,1.0,0.0,623.0,0.623,0.7399999999999999,0.7107622890871076,0.0,0.0,0.0,51.0,0.5166415358352485
scenario_00046,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,137.0,172.0,35.0,35.0,profile_0052,0.68,0.7,0.8,False,False,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,12,2,51.0,19.312,20.995,1.254,15.168,16.199,15.956,14.814,75.711,61.008,62.189,81.228,49.792,68.603,66.422,78.36,80.203,88.988,80.788,69.86,89.774,81.329,19.677,22.501,35.412,50.617,27.324,33.898,31.572,57.173,39.736,52.191,40.821,34.406,41.039,44.228,0.3543,0.6457,0.0,1.0,0.0,137.0,0.137,0.7266666666666666,0.4531230361330126,1.0,0.0,0.0,51.0,0.5166415358352485
scenario_00047,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,654.0,31.0,31.0,profile_0052,0.68,0.7,0.8,False,True,0.8,0.9,False,True,0.9,0.85,False,True,False,False,profile_panel_repeated_attacked_leaves,12,3,51.0,19.312,20.995,1.254,15.168,16.199,15.956,14.814,75.711,61.008,62.189,81.228,49.792,68.603,66.422,78.36,80.203,88.988,80.788,69.86,89.774,81.329,19.677,22.501,35.412,50.617,27.324,33.898,31.572,57.173,39.736,52.191,40.821,34.406,41.039,44.228,0.3543,0.6457,0.0,1.0,0.0,623.0,0.623,0.7266666666666666,0.4531230361330126,0.0,1.0,0.0,51.0,0.5166415358352485
scenario_00048,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,823.0,852.0,29.0,29.0,profile_0052,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,12,4,51.0,19.312,20.995,1.254,15.168,16.199,15.956,14.814,75.711,61.008,62.189,81.228,49.792,68.603,66.422,78.36,80.203,88.988,80.788,69.86,89.774,81.329,19.677,22.501,35.412,50.617,27.324,33.898,31.572,57.173,39.736,52.191,40.821,34.406,41.039,44.228,0.3543,0.6457,0.0,1.0,0.0,823.0,0.823,0.7733333333333333,1.354860421472348,0.0,0.0,1.0,51.0,0.5166415358352485
scenario_00049,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,542.0,-81.0,81.0,profile_0058,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,13,1,31.0,72.229,70.342,67.334,77.106,79.752,75.867,73.772,56.765,79.625,74.206,68.294,82.315,70.719,71.987,96.861,84.493,87.645,100.0,81.45,84.15,89.1,91.012,82.88,78.905,89.108,73.428,84.652,83.331,42.209,35.685,28.144,39.778,38.176,40.57,37.427,0.6301,0.3699,0.0,1.0,0.0,623.0,0.623,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,31.0,-0.7018526524554324
scenario_00050,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,67.0,45.0,-22.0,22.0,profile_0058,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,13,2,31.0,72.229,70.342,67.334,77.106,79.752,75.867,73.772,56.765,79.625,74.206,68.294,82.315,70.719,71.987,96.861,84.493,87.645,100.0,81.45,84.15,89.1,91.012,82.88,78.905,89.108,73.428,84.652,83.331,42.209,35.685,28.144,39.778,38.176,40.57,37.427,0.6301,0.3699,0.0,1.0,0.0,67.0,0.067,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,31.0,-0.7018526524554324
scenario_00051,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,650.0,685.0,35.0,35.0,profile_0058,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.9,0.85,False,True,False,False,profile_panel_repeated_attacked_leaves,13,3,31.0,72.229,70.342,67.334,77.106,79.752,75.867,73.772,56.765,79.625,74.206,68.294,82.315,70.719,71.987,96.861,84.493,87.645,100.0,81.45,84.15,89.1,91.012,82.88,78.905,89.108,73.428,84.652,83.331,42.209,35.685,28.144,39.778,38.176,40.57,37.427,0.6301,0.3699,0.0,1.0,0.0,650.0,0.65,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,31.0,-0.7018526524554324
scenario_00052,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,689.0,732.0,43.0,43.0,profile_0058,0.72,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,13,4,31.0,72.229,70.342,67.334,77.106,79.752,75.867,73.772,56.765,79.625,74.206,68.294,82.315,70.719,71.987,96.861,84.493,87.645,100.0,81.45,84.15,89.1,91.012,82.88,78.905,89.108,73.428,84.652,83.331,42.209,35.685,28.144,39.778,38.176,40.57,37.427,0.6301,0.3699,0.0,1.0,0.0,689.0,0.689,0.7399999999999999,0.7107622890871076,0.0,0.0,1.0,31.0,-0.7018526524554324
scenario_00053,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,387.0,-36.0,36.0,profile_0067,0.62,0.7,0.8,False,True,0.7,0.6,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,14,1,30.0,68.237,65.184,63.122,69.817,71.469,71.599,68.238,37.367,39.865,18.398,24.059,22.721,17.812,26.703,8.003,0.0,4.656,16.926,8.664,8.164,7.736,67.331,56.239,51.161,54.785,69.467,65.519,60.75,90.926,73.69,82.77,92.538,83.328,67.165,81.736,0.5999,0.4001,0.0,1.0,0.0,423.0,0.423,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,30.0,-0.7627773618699664
scenario_00054,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,98.0,-25.0,25.0,profile_0067,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.2,0.3,True,True,False,False,profile_panel_repeated_attacked_leaves,14,2,30.0,68.237,65.184,63.122,69.817,71.469,71.599,68.238,37.367,39.865,18.398,24.059,22.721,17.812,26.703,8.003,0.0,4.656,16.926,8.664,8.164,7.736,67.331,56.239,51.161,54.785,69.467,65.519,60.75,90.926,73.69,82.77,92.538,83.328,67.165,81.736,0.5999,0.4001,0.0,1.0,0.0,123.0,0.123,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,30.0,-0.7627773618699664
scenario_00055,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,288.0,71.0,71.0,profile_0067,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.7,0.6,False,True,False,False,profile_panel_repeated_attacked_leaves,14,3,30.0,68.237,65.184,63.122,69.817,71.469,71.599,68.238,37.367,39.865,18.398,24.059,22.721,17.812,26.703,8.003,0.0,4.656,16.926,8.664,8.164,7.736,67.331,56.239,51.161,54.785,69.467,65.519,60.75,90.926,73.69,82.77,92.538,83.328,67.165,81.736,0.5999,0.4001,0.0,1.0,0.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,30.0,-0.7627773618699664
scenario_00056,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,321.0,354.0,33.0,33.0,profile_0067,0.65,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,14,4,30.0,68.237,65.184,63.122,69.817,71.469,71.599,68.238,37.367,39.865,18.398,24.059,22.721,17.812,26.703,8.003,0.0,4.656,16.926,8.664,8.164,7.736,67.331,56.239,51.161,54.785,69.467,65.519,60.75,90.926,73.69,82.77,92.538,83.328,67.165,81.736,0.5999,0.4001,0.0,1.0,0.0,321.0,0.321,0.7166666666666668,0.2598935964174452,0.0,0.0,1.0,30.0,-0.7627773618699664
scenario_00057,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,580.0,-43.0,43.0,profile_0071,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,15,1,27.0,8.756,29.913,24.355,15.544,24.18,17.224,19.995,55.041,59.231,42.119,53.54,55.933,71.682,56.258,0.0,15.655,18.928,0.0,0.0,1.516,6.017,7.122,7.493,19.046,9.207,9.121,4.302,9.382,62.796,59.431,60.043,76.314,72.894,62.766,65.707,0.3184,0.6816,0.0,0.0,1.0,623.0,0.623,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,27.0,-0.9455514901135684
