config_label,config_n_tasks,config_attack_leaf,config_attack_label,config_opinion_leaf,config_opinion_label,config_opinion_domain,adversarial_direction,task_reliability_weight,profile_id,sex,age_years,bf_agreeableness,bf_conscientiousness,bf_extraversion,bf_neuroticism,bf_openness,predicted_adversarial_effectivity,config_csi_pct,config_csi_raw,observed_baseline_score,observed_post_score,observed_delta_score,observed_abs_delta_score,observed_adversarial_effectivity
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0378,Male,45.0,77.707,89.03,86.809,26.412,84.372,-13.358119725125789,5.0,9.128610886583303,687.0,724.0,37.0,37.0,-37.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0285,Other,51.0,41.713,68.663,75.277,46.185,11.906,-13.639209634764988,4.0,9.04010620483674,650.0,680.0,30.0,30.0,-30.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0191,Male,65.0,11.511,91.475,73.913,82.405,13.428,-18.004861135106733,3.0,8.014382606534557,720.0,755.0,35.0,35.0,-35.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0455,Male,38.0,7.142,90.518,89.47,35.442,46.488,-22.11256642835866,2.0,5.618478577931244,687.0,732.0,45.0,45.0,-45.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0338,Male,63.0,76.462,71.625,85.832,17.089,24.617,-25.61724407688782,1.0,4.033189666247727,682.0,720.0,38.0,38.0,-38.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0023,Female,26.0,63.692,44.982,12.887,46.799,81.041,28.979851329348207,100.0,27.459396220031834,623.0,665.0,42.0,42.0,42.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0416,Other,52.0,80.144,20.743,2.4,76.962,93.833,29.2648665490163,99.0,27.331802821850726,472.0,520.0,48.0,48.0,48.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0481,Female,44.0,13.733,29.94,9.378,61.637,29.653,30.363053444043576,98.0,27.170545250814016,472.0,400.0,-72.0,72.0,-72.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0036,Female,21.0,79.131,40.85,38.507,91.583,15.913,28.074634911471527,97.0,27.16956660386242,150.0,200.0,50.0,50.0,50.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0068,Female,61.0,82.396,16.856,10.686,62.992,72.306,30.241822234197684,96.0,26.14841620484998,487.0,520.0,33.0,33.0,33.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0230,Female,32.0,65.052,77.783,19.634,91.287,43.891,28.975261428328942,95.0,25.63686907360897,472.0,440.0,-32.0,32.0,-32.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0288,Female,37.0,12.632,27.063,54.288,91.998,19.238,28.780127363176216,94.0,24.558453838111774,327.0,370.0,43.0,43.0,43.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0369,Female,38.0,20.759,12.116,21.945,27.301,82.516,30.089523885625496,93.0,24.480624739393416,450.0,510.0,60.0,60.0,60.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0344,Female,26.0,51.241,19.201,49.728,57.663,50.957,28.117691657605132,92.0,24.45902070081513,215.0,190.0,-25.0,25.0,-25.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0399,Other,19.0,70.966,43.802,9.82,35.943,60.508,28.295545764517644,91.0,23.854573774591522,214.0,150.0,-64.0,64.0,-64.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0258,Male,18.0,61.215,10.308,13.233,13.028,76.158,28.847523735291134,90.0,23.623223673084212,42.0,28.0,-14.0,14.0,-14.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0017,Other,26.0,13.669,19.917,22.299,45.486,38.855,29.371759311649402,89.0,23.469717020297317,214.0,287.0,73.0,73.0,73.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0195,Other,58.0,72.312,42.367,6.06,55.61,2.653,29.762679133639956,88.0,22.944158954700015,217.0,289.0,72.0,72.0,72.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0214,Other,42.0,93.622,21.002,40.926,58.531,51.545,27.659741266775804,87.0,22.769114040975015,217.0,160.0,-57.0,57.0,-57.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0458,Other,60.0,26.24,44.684,7.979,75.699,28.007,30.411859131281602,86.0,22.53728321927649,187.0,210.0,23.0,23.0,23.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0039,Female,54.0,79.495,2.305,27.977,49.057,29.085,29.430606166571415,85.0,22.50054178809291,450.0,520.0,70.0,70.0,70.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0254,Female,37.0,62.314,66.967,17.523,5.957,23.47,29.694349415182288,84.0,22.110101666832406,472.0,524.0,52.0,52.0,52.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0465,Female,68.0,44.208,42.59,34.068,58.961,78.701,30.42383971392887,83.0,22.00325418782274,321.0,384.0,63.0,63.0,63.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0122,Other,27.0,39.312,70.769,4.709,55.939,3.122,29.428011006504427,82.0,21.86790305997796,523.0,580.0,57.0,57.0,57.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0400,Male,36.0,26.917,8.56,8.882,55.983,42.872,30.2250832760604,81.0,21.55901439896028,623.0,652.0,29.0,29.0,29.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0221,Female,30.0,25.321,51.659,60.858,89.632,82.176,28.477672857723174,80.0,21.534501113768478,687.0,732.0,45.0,45.0,45.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0049,Female,40.0,87.915,29.321,47.364,18.663,93.122,28.36635426454428,79.0,21.377793700005732,450.0,520.0,70.0,70.0,70.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0226,Female,37.0,9.645,82.409,47.134,60.455,77.719,29.21751636311854,78.0,21.331825565529424,687.0,723.0,36.0,36.0,36.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0202,Female,57.0,55.159,35.21,41.861,16.998,53.347,29.4164992205968,77.0,21.136955840266037,321.0,384.0,63.0,63.0,63.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0318,Male,29.0,88.709,84.938,13.35,31.265,75.738,29.39761858222497,76.0,21.086625226863397,623.0,687.0,64.0,64.0,64.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0222,Other,32.0,81.189,71.503,56.635,72.076,57.574,27.344315221343305,75.0,20.802595182691597,472.0,420.0,-52.0,52.0,-52.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0070,Female,28.0,83.108,46.305,57.749,76.14,81.415,27.654997882233683,74.0,20.61689964954954,450.0,520.0,70.0,70.0,70.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0450,Male,43.0,40.305,31.204,49.4,96.2,8.701,29.055528586945925,73.0,20.57821104257609,325.0,360.0,35.0,35.0,35.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0384,Female,37.0,76.047,91.578,40.462,56.225,62.915,28.70066504614097,72.0,20.469946168742187,682.0,720.0,38.0,38.0,38.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0242,Female,22.0,24.842,91.294,46.087,14.778,87.486,28.63625120485366,71.0,20.452486712688827,623.0,650.0,27.0,27.0,27.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0420,Other,36.0,5.427,63.844,29.516,81.592,47.012,29.388717763142925,70.0,20.33062024831872,123.0,150.0,27.0,27.0,27.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0277,Other,29.0,15.439,12.379,77.609,23.879,41.37,27.557439511601267,69.0,20.112628549556433,472.0,490.0,18.0,18.0,18.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0495,Other,28.0,71.434,22.091,72.858,61.82,80.398,27.004201942091175,68.0,20.039816381804762,217.0,245.0,28.0,28.0,28.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0376,Female,37.0,53.142,48.872,85.839,51.703,62.783,27.52331222405697,67.0,19.9727672670806,623.0,680.0,57.0,57.0,57.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0343,Male,26.0,20.79,67.631,15.184,80.789,31.189,29.744128824942436,66.0,19.90229783381336,342.0,400.0,58.0,58.0,58.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0212,Female,35.0,29.704,74.527,40.935,70.359,12.828,29.10616914580483,65.0,19.84149916644532,650.0,720.0,70.0,70.0,70.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0341,Male,18.0,37.5,44.827,32.092,46.34,54.204,28.74518873357644,64.0,19.743903191139886,42.0,62.0,20.0,20.0,20.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0410,Other,31.0,47.861,42.909,41.159,73.662,9.513,28.09508783739298,63.0,19.618565646947427,137.0,150.0,13.0,13.0,13.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0215,Other,35.0,24.014,27.89,56.711,62.544,87.641,28.170698700044213,62.0,19.444320206442807,687.0,723.0,36.0,36.0,36.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0260,Female,25.0,80.466,54.414,59.667,20.85,41.199,27.755990899147662,61.0,19.36985176400429,187.0,150.0,-37.0,37.0,-37.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0422,Female,43.0,28.834,56.776,57.351,27.214,73.853,29.053720222819223,60.0,19.31282773816065,687.0,723.0,36.0,36.0,36.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0310,Female,51.0,25.465,58.336,64.727,70.238,46.856,28.989398098642887,59.0,19.25045881608236,450.0,475.0,25.0,25.0,25.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0493,Other,18.0,45.899,44.394,32.759,2.61,37.187,28.621734058554384,57.99999999999999,19.191753007429618,42.0,28.0,-14.0,14.0,-14.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0198,Male,44.0,83.064,17.927,33.55,64.288,64.896,28.732153548231462,56.99999999999999,19.01688748809335,287.0,250.0,-37.0,37.0,-37.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0362,Female,66.0,57.514,34.999,69.856,89.764,42.443,28.925193798956006,56.00000000000001,18.986638354563382,423.0,490.0,67.0,67.0,67.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0176,Male,19.0,42.352,40.702,7.823,11.251,9.119,29.691888697506666,55.00000000000001,18.880720629075952,37.0,52.0,15.0,15.0,15.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0071,Other,65.0,53.3,21.447,23.196,50.363,49.629,30.107939543055412,54.0,18.620554869844405,217.0,250.0,33.0,33.0,33.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0356,Other,18.0,47.082,38.259,95.611,54.137,31.625,26.337168419993098,53.0,18.42690635834073,215.0,180.0,-35.0,35.0,-35.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0453,Other,46.0,34.427,70.982,23.224,42.18,89.344,29.54244721248953,52.0,18.16649166747532,487.0,420.0,-67.0,67.0,-67.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0379,Other,18.0,34.916,45.901,93.213,32.842,88.461,26.5021571226344,51.0,18.104069079674666,623.0,652.0,29.0,29.0,29.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0309,Male,47.0,57.397,52.159,14.633,36.682,85.031,30.19087430559138,50.0,18.096359994005418,327.0,372.0,45.0,45.0,45.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0449,Other,57.0,45.028,82.065,31.766,71.538,48.05,29.852748594865744,49.0,17.970730726975745,689.0,720.0,31.0,31.0,31.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0199,Male,61.0,82.053,49.242,26.407,77.097,10.26,29.73074456091595,48.0,17.93836756606952,650.0,720.0,70.0,70.0,70.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0333,Other,26.0,15.194,81.144,62.448,32.142,59.638,28.22308943963442,47.0,17.71153798006785,687.0,720.0,33.0,33.0,33.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0160,Other,34.0,48.303,96.869,30.081,98.243,14.918,28.949101674106934,46.0,17.4762748126226,123.0,187.0,64.0,64.0,64.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0301,Other,50.0,73.679,71.707,15.125,33.389,28.954,29.479138018772655,45.0,17.09078862700573,452.0,520.0,68.0,68.0,68.0
Alliance_Com_x_Strategic_Au,2,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Strategic_Autonomy_Support,Defense_and_National_Security,1,0.1676340225335418,profile_0295,Female,65.0,39.992,94.827,42.696,73.502,47.931,29.753595265075496,44.0,17.084953486778204,67.0,52.0,-15.0,15.0,-15.0
