scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,abs_delta_score,adversarial_effectivity,adversarial_direction,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,scenario_design,profile_panel_index,leaf_repeat_index_within_profile,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,baseline_abs_score,baseline_extremity_norm,exposure_quality_score,exposure_quality_z,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___civil_defense_preparedness_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___domestic_security_powers_expansion_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,primary_moderator_value,primary_moderator_z
scenario_00065,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,650.0,680.0,30.0,30.0,-30.0,-1,profile_0119,0.75,0.8,0.9,False,False,0.7,0.6,True,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,17,1,51.0,23.514,22.196,10.577,23.755,20.277,29.97,21.715,40.943,42.757,32.017,56.047,39.33,53.13,44.037,74.359,75.414,85.484,82.726,73.679,78.056,78.287,76.869,59.204,52.243,48.342,58.249,53.414,58.053,98.182,84.837,98.875,82.866,89.834,99.808,92.4,0.4812,0.5188,0.0,1.0,0.0,650.0,0.65,0.8166666666666668,2.713585454754978,0.0,0.0,0.0,51.0,0.5688504076430176
scenario_00066,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,550.0,-73.0,73.0,73.0,-1,profile_0119,0.75,0.6,0.7,True,True,0.7,0.8,False,True,0.6,0.5,True,False,False,False,profile_panel_repeated_attacked_leaves,17,2,51.0,23.514,22.196,10.577,23.755,20.277,29.97,21.715,40.943,42.757,32.017,56.047,39.33,53.13,44.037,74.359,75.414,85.484,82.726,73.679,78.056,78.287,76.869,59.204,52.243,48.342,58.249,53.414,58.053,98.182,84.837,98.875,82.866,89.834,99.808,92.4,0.4812,0.5188,0.0,1.0,0.0,623.0,0.623,0.6833333333333332,-0.8684100304425839,1.0,0.0,0.0,51.0,0.5688504076430176
scenario_00067,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,650.0,27.0,27.0,-27.0,-1,profile_0119,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,17,3,51.0,23.514,22.196,10.577,23.755,20.277,29.97,21.715,40.943,42.757,32.017,56.047,39.33,53.13,44.037,74.359,75.414,85.484,82.726,73.679,78.056,78.287,76.869,59.204,52.243,48.342,58.249,53.414,58.053,98.182,84.837,98.875,82.866,89.834,99.808,92.4,0.4812,0.5188,0.0,1.0,0.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,51.0,0.5688504076430176
scenario_00068,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,723.0,680.0,-43.0,43.0,-43.0,1,profile_0119,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,17,4,51.0,23.514,22.196,10.577,23.755,20.277,29.97,21.715,40.943,42.757,32.017,56.047,39.33,53.13,44.037,74.359,75.414,85.484,82.726,73.679,78.056,78.287,76.869,59.204,52.243,48.342,58.249,53.414,58.053,98.182,84.837,98.875,82.866,89.834,99.808,92.4,0.4812,0.5188,0.0,1.0,0.0,723.0,0.723,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,51.0,0.5688504076430176
scenario_00069,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,350.0,400.0,50.0,50.0,-50.0,-1,profile_0122,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,18,1,27.0,40.488,42.897,33.556,28.725,39.441,50.767,39.312,68.025,63.445,74.349,67.455,75.052,76.289,70.769,15.008,0.0,0.0,5.304,0.0,7.943,4.709,45.33,53.676,68.279,48.667,58.676,61.007,55.939,4.08,2.627,0.135,7.465,4.424,0.0,3.122,0.5542,0.4458,0.0,0.0,1.0,350.0,0.35,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,27.0,-0.9363766908611084
scenario_00070,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,100.0,58.0,58.0,-58.0,-1,profile_0122,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.0,0.0,True,False,False,False,profile_panel_repeated_attacked_leaves,18,2,27.0,40.488,42.897,33.556,28.725,39.441,50.767,39.312,68.025,63.445,74.349,67.455,75.052,76.289,70.769,15.008,0.0,0.0,5.304,0.0,7.943,4.709,45.33,53.676,68.279,48.667,58.676,61.007,55.939,4.08,2.627,0.135,7.465,4.424,0.0,3.122,0.5542,0.4458,0.0,0.0,1.0,42.0,0.042,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,27.0,-0.9363766908611084
scenario_00071,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,250.0,320.0,70.0,70.0,-70.0,-1,profile_0122,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,18,3,27.0,40.488,42.897,33.556,28.725,39.441,50.767,39.312,68.025,63.445,74.349,67.455,75.052,76.289,70.769,15.008,0.0,0.0,5.304,0.0,7.943,4.709,45.33,53.676,68.279,48.667,58.676,61.007,55.939,4.08,2.627,0.135,7.465,4.424,0.0,3.122,0.5542,0.4458,0.0,0.0,1.0,250.0,0.25,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,27.0,-0.9363766908611084
scenario_00072,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,523.0,580.0,57.0,57.0,57.0,1,profile_0122,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,18,4,27.0,40.488,42.897,33.556,28.725,39.441,50.767,39.312,68.025,63.445,74.349,67.455,75.052,76.289,70.769,15.008,0.0,0.0,5.304,0.0,7.943,4.709,45.33,53.676,68.279,48.667,58.676,61.007,55.939,4.08,2.627,0.135,7.465,4.424,0.0,3.122,0.5542,0.4458,0.0,0.0,1.0,523.0,0.523,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,27.0,-0.9363766908611084
scenario_00073,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,650.0,600.0,-50.0,50.0,50.0,-1,profile_0156,0.62,0.7,0.8,False,True,0.8,0.7,False,False,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,19,1,34.0,55.62,40.455,71.379,63.971,48.394,54.972,55.798,81.524,73.818,68.02,76.728,74.985,86.163,76.873,87.423,80.565,73.292,84.194,98.003,68.311,81.965,2.394,3.027,0.0,21.627,0.0,11.6,6.441,29.959,30.131,34.253,16.558,26.287,23.189,26.73,0.2751,0.7249,0.0,0.0,1.0,650.0,0.65,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,34.0,-0.4973521204640716
scenario_00074,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,685.0,62.0,62.0,-62.0,-1,profile_0156,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,19,2,34.0,55.62,40.455,71.379,63.971,48.394,54.972,55.798,81.524,73.818,68.02,76.728,74.985,86.163,76.873,87.423,80.565,73.292,84.194,98.003,68.311,81.965,2.394,3.027,0.0,21.627,0.0,11.6,6.441,29.959,30.131,34.253,16.558,26.287,23.189,26.73,0.2751,0.7249,0.0,0.0,1.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,34.0,-0.4973521204640716
scenario_00075,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,52.0,75.0,23.0,23.0,-23.0,-1,profile_0156,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,19,3,34.0,55.62,40.455,71.379,63.971,48.394,54.972,55.798,81.524,73.818,68.02,76.728,74.985,86.163,76.873,87.423,80.565,73.292,84.194,98.003,68.311,81.965,2.394,3.027,0.0,21.627,0.0,11.6,6.441,29.959,30.131,34.253,16.558,26.287,23.189,26.73,0.2751,0.7249,0.0,0.0,1.0,52.0,0.052,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,34.0,-0.4973521204640716
scenario_00076,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,678.0,620.0,-58.0,58.0,-58.0,1,profile_0156,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,19,4,34.0,55.62,40.455,71.379,63.971,48.394,54.972,55.798,81.524,73.818,68.02,76.728,74.985,86.163,76.873,87.423,80.565,73.292,84.194,98.003,68.311,81.965,2.394,3.027,0.0,21.627,0.0,11.6,6.441,29.959,30.131,34.253,16.558,26.287,23.189,26.73,0.2751,0.7249,0.0,0.0,1.0,678.0,0.678,0.7733333333333333,1.5494369220657689,0.0,0.0,1.0,34.0,-0.4973521204640716
scenario_00077,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,289.0,72.0,72.0,-72.0,-1,profile_0160,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,20,1,34.0,47.304,47.93,38.757,54.484,56.604,44.737,48.303,98.93,100.0,100.0,100.0,87.978,94.305,96.869,31.025,23.503,34.948,42.408,16.909,31.692,30.081,100.0,96.807,100.0,99.336,99.052,94.261,98.243,18.976,21.353,3.777,10.805,31.277,3.319,14.918,0.65,0.35,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,34.0,-0.4973521204640716
scenario_00078,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,12.0,-30.0,30.0,30.0,-1,profile_0160,0.62,0.6,0.7,False,True,0.7,0.6,False,True,0.3,0.2,True,True,False,False,profile_panel_repeated_attacked_leaves,20,2,34.0,47.304,47.93,38.757,54.484,56.604,44.737,48.303,98.93,100.0,100.0,100.0,87.978,94.305,96.869,31.025,23.503,34.948,42.408,16.909,31.692,30.081,100.0,96.807,100.0,99.336,99.052,94.261,98.243,18.976,21.353,3.777,10.805,31.277,3.319,14.918,0.65,0.35,0.0,0.0,1.0,42.0,0.042,0.64,-2.032558563131787,1.0,0.0,0.0,34.0,-0.4973521204640716
scenario_00079,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,-33.0,-1,profile_0160,0.62,0.7,0.8,False,False,0.0,0.0,True,True,0.7,0.8,False,False,False,False,profile_panel_repeated_attacked_leaves,20,3,34.0,47.304,47.93,38.757,54.484,56.604,44.737,48.303,98.93,100.0,100.0,100.0,87.978,94.305,96.869,31.025,23.503,34.948,42.408,16.909,31.692,30.081,100.0,96.807,100.0,99.336,99.052,94.261,98.243,18.976,21.353,3.777,10.805,31.277,3.319,14.918,0.65,0.35,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,34.0,-0.4973521204640716
scenario_00080,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,187.0,64.0,64.0,64.0,1,profile_0160,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.3,0.4,True,True,False,False,profile_panel_repeated_attacked_leaves,20,4,34.0,47.304,47.93,38.757,54.484,56.604,44.737,48.303,98.93,100.0,100.0,100.0,87.978,94.305,96.869,31.025,23.503,34.948,42.408,16.909,31.692,30.081,100.0,96.807,100.0,99.336,99.052,94.261,98.243,18.976,21.353,3.777,10.805,31.277,3.319,14.918,0.65,0.35,0.0,0.0,1.0,123.0,0.123,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,34.0,-0.4973521204640716
scenario_00081,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,650.0,720.0,70.0,70.0,-70.0,-1,profile_0171,0.75,0.6,0.7,True,True,0.8,0.7,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,21,1,55.0,4.869,0.0,6.197,3.66,11.304,0.0,4.338,0.0,16.182,27.462,24.034,7.18,0.0,12.476,100.0,100.0,94.691,75.295,86.97,81.945,89.817,11.701,13.132,3.405,13.263,15.833,14.582,11.986,82.629,81.829,92.57,99.749,77.494,87.794,87.011,0.3482,0.6518,0.0,1.0,0.0,650.0,0.65,0.6833333333333332,-0.8684100304425839,0.0,0.0,0.0,55.0,0.8197215907270387
scenario_00082,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,660.0,37.0,37.0,-37.0,-1,profile_0171,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,21,2,55.0,4.869,0.0,6.197,3.66,11.304,0.0,4.338,0.0,16.182,27.462,24.034,7.18,0.0,12.476,100.0,100.0,94.691,75.295,86.97,81.945,89.817,11.701,13.132,3.405,13.263,15.833,14.582,11.986,82.629,81.829,92.57,99.749,77.494,87.794,87.011,0.3482,0.6518,0.0,1.0,0.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,55.0,0.8197215907270387
scenario_00083,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,650.0,27.0,27.0,-27.0,-1,profile_0171,0.68,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,21,3,55.0,4.869,0.0,6.197,3.66,11.304,0.0,4.338,0.0,16.182,27.462,24.034,7.18,0.0,12.476,100.0,100.0,94.691,75.295,86.97,81.945,89.817,11.701,13.132,3.405,13.263,15.833,14.582,11.986,82.629,81.829,92.57,99.749,77.494,87.794,87.011,0.3482,0.6518,0.0,1.0,0.0,623.0,0.623,0.7266666666666666,0.295738502246622,0.0,1.0,0.0,55.0,0.8197215907270387
scenario_00084,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,687.0,732.0,45.0,45.0,45.0,1,profile_0171,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,21,4,55.0,4.869,0.0,6.197,3.66,11.304,0.0,4.338,0.0,16.182,27.462,24.034,7.18,0.0,12.476,100.0,100.0,94.691,75.295,86.97,81.945,89.817,11.701,13.132,3.405,13.263,15.833,14.582,11.986,82.629,81.829,92.57,99.749,77.494,87.794,87.011,0.3482,0.6518,0.0,1.0,0.0,687.0,0.687,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,55.0,0.8197215907270387
scenario_00085,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,140.0,17.0,17.0,-17.0,-1,profile_0176,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,22,1,19.0,23.719,36.641,45.908,45.587,46.738,55.517,42.352,39.595,47.408,45.189,44.541,37.76,29.72,40.702,12.074,0.0,8.039,23.679,0.0,3.147,7.823,15.814,3.873,17.775,21.894,8.152,0.0,11.251,11.931,22.063,11.423,0.0,4.271,5.024,9.119,0.4423,0.5577,0.0,1.0,0.0,123.0,0.123,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,19.0,-1.4381190570291504
scenario_00086,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,120.0,84.0,-36.0,36.0,36.0,-1,profile_0176,0.62,0.7,0.8,False,True,0.7,0.6,True,True,0.7,0.6,True,True,False,False,profile_panel_repeated_attacked_leaves,22,2,19.0,23.719,36.641,45.908,45.587,46.738,55.517,42.352,39.595,47.408,45.189,44.541,37.76,29.72,40.702,12.074,0.0,8.039,23.679,0.0,3.147,7.823,15.814,3.873,17.775,21.894,8.152,0.0,11.251,11.931,22.063,11.423,0.0,4.271,5.024,9.119,0.4423,0.5577,0.0,1.0,0.0,120.0,0.12,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,19.0,-1.4381190570291504
scenario_00087,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,37.0,52.0,15.0,15.0,-15.0,-1,profile_0176,0.62,0.8,0.9,False,True,0.7,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,22,3,19.0,23.719,36.641,45.908,45.587,46.738,55.517,42.352,39.595,47.408,45.189,44.541,37.76,29.72,40.702,12.074,0.0,8.039,23.679,0.0,3.147,7.823,15.814,3.873,17.775,21.894,8.152,0.0,11.251,11.931,22.063,11.423,0.0,4.271,5.024,9.119,0.4423,0.5577,0.0,1.0,0.0,37.0,0.037,0.7733333333333333,1.5494369220657689,0.0,1.0,0.0,19.0,-1.4381190570291504
scenario_00088,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,37.0,52.0,15.0,15.0,15.0,1,profile_0176,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,22,4,19.0,23.719,36.641,45.908,45.587,46.738,55.517,42.352,39.595,47.408,45.189,44.541,37.76,29.72,40.702,12.074,0.0,8.039,23.679,0.0,3.147,7.823,15.814,3.873,17.775,21.894,8.152,0.0,11.251,11.931,22.063,11.423,0.0,4.271,5.024,9.119,0.4423,0.5577,0.0,1.0,0.0,37.0,0.037,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,19.0,-1.4381190570291504
scenario_00089,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,600.0,-23.0,23.0,23.0,-1,profile_0180,0.62,0.7,0.8,False,True,0.8,0.8,False,True,0.8,0.9,False,False,False,False,profile_panel_repeated_attacked_leaves,23,1,73.0,46.101,29.426,29.872,30.872,37.393,31.176,34.14,46.525,37.317,35.885,25.803,27.221,24.139,32.815,43.846,34.187,50.975,35.881,36.551,38.788,40.038,61.628,65.271,64.802,68.141,56.131,77.204,65.529,65.58,61.261,62.233,77.111,76.13,77.624,69.99,0.5104,0.4896,0.0,1.0,0.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,73.0,1.9486419146051333
scenario_00090,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,487.0,532.0,45.0,45.0,-45.0,-1,profile_0180,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,23,2,73.0,46.101,29.426,29.872,30.872,37.393,31.176,34.14,46.525,37.317,35.885,25.803,27.221,24.139,32.815,43.846,34.187,50.975,35.881,36.551,38.788,40.038,61.628,65.271,64.802,68.141,56.131,77.204,65.529,65.58,61.261,62.233,77.111,76.13,77.624,69.99,0.5104,0.4896,0.0,1.0,0.0,487.0,0.487,0.7733333333333333,1.5494369220657689,1.0,0.0,0.0,73.0,1.9486419146051333
scenario_00091,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,454.0,31.0,31.0,-31.0,-1,profile_0180,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,23,3,73.0,46.101,29.426,29.872,30.872,37.393,31.176,34.14,46.525,37.317,35.885,25.803,27.221,24.139,32.815,43.846,34.187,50.975,35.881,36.551,38.788,40.038,61.628,65.271,64.802,68.141,56.131,77.204,65.529,65.58,61.261,62.233,77.111,76.13,77.624,69.99,0.5104,0.4896,0.0,1.0,0.0,423.0,0.423,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,73.0,1.9486419146051333
scenario_00092,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,658.0,35.0,35.0,35.0,1,profile_0180,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,23,4,73.0,46.101,29.426,29.872,30.872,37.393,31.176,34.14,46.525,37.317,35.885,25.803,27.221,24.139,32.815,43.846,34.187,50.975,35.881,36.551,38.788,40.038,61.628,65.271,64.802,68.141,56.131,77.204,65.529,65.58,61.261,62.233,77.111,76.13,77.624,69.99,0.5104,0.4896,0.0,1.0,0.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,73.0,1.9486419146051333
scenario_00093,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,321.0,280.0,-41.0,41.0,41.0,-1,profile_0186,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,24,1,18.0,88.346,85.251,91.904,90.77,98.06,80.587,89.153,62.825,45.723,45.693,51.99,38.446,52.128,49.468,81.035,71.918,46.582,90.735,74.278,85.188,74.956,64.842,67.868,78.157,84.532,65.763,74.086,72.541,35.458,37.121,29.836,19.037,25.652,27.907,29.169,0.6786,0.3214,0.0,1.0,0.0,321.0,0.321,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,18.0,-1.5008368528001557
