scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_susceptibility_index,profile_cont_resilience_index,profile_cat_sex
scenario_0037,Issue_Position_Taxonomy > Immigration_and_Citizenship > Assimilationism_Support,Immigration_and_Citizenship,Assimilationism_Support,0,CONTROL_NONE,217.0,223.0,6.0,profile_candidate_0157,0.0,0.0,0.0,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,19.0,26.505,40.676,21.796,27.333,29.118,29.591,29.17,50.658,59.054,55.995,36.128,64.11,64.327,55.045,67.833,54.861,69.774,52.23,52.297,55.686,58.78,40.514,54.62,58.496,44.337,62.087,46.663,51.119,28.985,32.308,28.976,19.917,44.07,31.975,31.038,0.5639,0.4361,Male
scenario_0038,Issue_Position_Taxonomy > Immigration_and_Citizenship > Border_Enforcement_Expansion_Support,Immigration_and_Citizenship,Border_Enforcement_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,185.0,62.0,profile_candidate_0068,0.62,0.8,0.9,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,42.0,53.161,48.648,40.568,44.769,54.585,31.98,45.618,19.684,7.063,26.935,8.201,13.229,43.929,19.84,32.84,23.801,40.547,29.901,27.359,26.465,30.152,53.582,48.258,48.563,45.786,44.815,39.756,46.793,19.874,38.127,30.841,33.633,32.635,19.449,29.093,0.5769,0.4231,Male
scenario_0039,Issue_Position_Taxonomy > Immigration_and_Citizenship > Detention_of_Irregular_Migrants_Acceptance,Immigration_and_Citizenship,Detention_of_Irregular_Migrants_Acceptance,0,CONTROL_NONE,150.0,155.0,5.0,profile_candidate_0014,0.0,0.0,0.0,False,True,0.7,0.6,True,False,0.8,0.9,False,True,False,False,18.0,36.761,29.74,31.612,42.959,42.695,34.847,36.436,27.261,47.159,35.619,35.695,30.941,38.784,35.91,46.39,66.794,58.658,72.429,47.595,47.94,56.634,52.717,36.04,47.926,51.358,58.007,49.164,49.202,42.691,53.332,47.456,40.578,54.425,41.306,46.631,0.59,0.41,Female
scenario_0040,Issue_Position_Taxonomy > Immigration_and_Citizenship > Immigration_Level_Increase_Support,Immigration_and_Citizenship,Immigration_Level_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,75.0,33.0,profile_candidate_0032,0.62,0.8,0.9,False,True,0.8,0.8,False,True,0.8,0.7,False,True,False,False,43.0,59.211,49.892,54.411,59.041,66.391,49.641,56.431,25.587,5.193,34.785,18.801,17.872,7.895,18.355,51.988,50.713,41.167,32.88,45.034,30.823,42.101,61.386,60.298,63.177,58.71,48.658,48.009,56.706,51.367,36.779,32.35,56.775,61.446,50.204,48.154,0.6036,0.3964,Other
scenario_0041,Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,Immigration_and_Citizenship,Multiculturalism_Support,0,CONTROL_NONE,187.0,192.0,5.0,profile_candidate_0121,0.0,0.0,0.0,False,True,0.8,0.8,False,True,0.9,0.9,False,True,False,False,29.0,32.995,20.732,33.052,30.365,36.092,36.728,31.661,0.0,0.0,14.554,28.757,21.716,7.304,12.055,13.278,0.0,9.669,0.984,0.0,8.053,5.331,36.286,46.944,45.59,47.607,44.972,55.691,46.182,29.132,28.989,48.486,48.851,34.296,33.741,37.249,0.6179,0.3821,Other
scenario_0042,Issue_Position_Taxonomy > Immigration_and_Citizenship > Temporary_Work_Visas_Expansion_Support,Immigration_and_Citizenship,Temporary_Work_Visas_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,325.0,370.0,45.0,profile_candidate_0180,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,30.0,83.408,73.018,82.77,70.835,70.381,94.853,79.211,70.671,60.486,62.643,78.654,61.005,83.987,69.574,25.11,20.729,17.257,0.0,12.295,32.56,17.992,84.286,74.261,70.321,69.97,80.076,86.856,77.628,15.046,0.0,13.463,29.286,6.088,31.57,15.909,0.6345,0.3655,Other
scenario_0043,Issue_Position_Taxonomy > Immigration_and_Citizenship > Assimilationism_Support,Immigration_and_Citizenship,Assimilationism_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,245.0,122.0,profile_candidate_0138,0.75,0.8,0.9,False,False,0.0,0.0,True,True,0.8,0.9,False,True,False,False,25.0,16.844,29.679,17.946,35.416,24.747,25.271,24.984,26.265,51.459,47.797,50.212,46.606,46.054,44.732,30.372,22.245,25.239,44.257,27.259,36.594,30.994,81.462,61.839,72.663,79.364,77.221,63.79,72.723,63.578,58.079,69.78,53.556,53.268,60.297,59.759,0.6432,0.3568,Male
scenario_0044,Issue_Position_Taxonomy > Immigration_and_Citizenship > Border_Enforcement_Expansion_Support,Immigration_and_Citizenship,Border_Enforcement_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,68.0,26.0,profile_candidate_0126,0.68,0.8,0.9,False,True,0.8,0.8,False,True,0.8,0.9,False,True,False,False,49.0,25.212,36.273,28.029,36.205,31.522,24.793,30.339,12.128,15.045,17.984,9.607,14.087,11.922,13.462,39.919,37.386,32.333,32.224,33.1,34.866,34.971,52.292,55.692,72.463,60.88,70.138,48.052,59.92,21.04,6.27,18.435,4.541,5.7,0.933,9.486,0.654,0.346,Female
scenario_0045,Issue_Position_Taxonomy > Immigration_and_Citizenship > Detention_of_Irregular_Migrants_Acceptance,Immigration_and_Citizenship,Detention_of_Irregular_Migrants_Acceptance,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-342.0,-280.0,62.0,profile_candidate_0002,0.62,0.8,0.9,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,44.0,58.26,58.098,67.925,55.163,56.627,60.706,59.463,22.321,40.487,0.0,20.838,16.304,18.307,19.709,45.436,42.582,47.583,62.477,33.706,28.752,43.423,72.946,58.242,66.065,76.635,68.354,57.937,66.696,30.718,24.951,17.328,15.255,36.289,24.877,24.903,0.666,0.334,Other
scenario_0046,Issue_Position_Taxonomy > Immigration_and_Citizenship > Immigration_Level_Increase_Support,Immigration_and_Citizenship,Immigration_Level_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,84.0,42.0,profile_candidate_0147,0.65,0.8,0.9,False,False,0.8,0.7,False,True,0.8,0.7,False,True,False,False,36.0,64.571,68.294,60.958,54.573,60.264,78.19,64.475,55.719,57.785,46.253,48.02,50.116,45.865,50.626,48.67,49.894,44.355,53.712,39.103,30.696,44.405,100.0,91.43,98.545,92.676,83.064,94.572,93.381,50.759,65.76,64.353,44.094,52.357,62.974,56.716,0.6969,0.3031,Female
scenario_0047,Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,Immigration_and_Citizenship,Multiculturalism_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,325.0,360.0,35.0,profile_candidate_0036,0.62,0.8,0.9,False,True,0.8,0.8,False,True,0.8,0.9,False,True,False,False,54.0,57.713,67.381,71.129,60.142,57.475,53.562,61.234,7.964,30.37,0.0,10.885,2.46,17.5,11.53,27.07,19.548,8.076,39.424,26.205,25.972,24.383,74.444,86.582,60.757,84.583,75.205,83.082,77.442,41.171,25.818,18.256,27.186,15.369,20.298,24.683,0.71,0.29,Female
scenario_0048,Issue_Position_Taxonomy > Immigration_and_Citizenship > Temporary_Work_Visas_Expansion_Support,Immigration_and_Citizenship,Temporary_Work_Visas_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,150.0,27.0,profile_candidate_0018,0.62,0.8,0.9,False,True,0.0,0.0,True,True,0.7,0.6,False,False,False,False,51.0,41.129,25.326,37.84,39.575,26.848,32.439,33.859,24.72,10.971,18.845,10.798,21.009,19.043,17.564,38.512,29.818,37.595,28.223,28.353,15.622,29.687,89.874,92.845,83.282,100.0,100.0,96.384,93.731,19.058,27.295,41.38,23.953,28.728,18.805,26.537,0.7738,0.2262,Male
